,State,County,TotalPop,Hispanic,White,Black,Native,Asian,Pacific,IncomePerCap,Poverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Average_House_Price
1359,Mississippi,Jones County,68328,4.3,64.9,29.0,0.2,0.5,0.1,20958,21.6,28.7,17.5,22.3,13.0,18.5,88.8,5.9,0.2,1.5,2.3,1.2,21.6,76.4,18.7,4.9,0.0,7.8,110357.16207905409
1361,Mississippi,Lafayette County,52744,2.5,70.0,23.8,0.1,2.1,0.0,25719,25.3,40.6,22.7,20.0,5.9,10.9,81.8,10.4,0.7,1.9,1.8,3.4,18.7,69.9,24.2,5.9,0.0,5.7,220686.18644546656
1363,Mississippi,Lauderdale County,78221,2.2,53.1,42.8,0.1,0.7,0.0,23339,21.5,34.0,16.9,25.6,10.8,12.6,83.0,11.3,0.0,2.7,1.7,1.2,19.8,77.6,17.3,4.6,0.5,7.2,102490.52660517172
1364,Mississippi,Lawrence County,12659,0.5,65.4,33.2,0.0,0.0,0.0,21826,19.8,28.3,12.0,20.6,20.0,19.1,86.2,6.4,0.5,0.9,1.4,4.6,35.5,81.2,12.7,6.1,0.0,9.3,95906.63135181637
1365,Mississippi,Leake County,22936,4.4,47.4,41.9,5.8,0.2,0.0,18825,25.1,24.2,20.5,20.3,14.9,20.1,78.1,17.8,0.3,1.3,0.8,1.7,29.7,75.7,18.5,5.8,0.0,9.2,123899.78229372638
1366,Mississippi,Lee County,84840,2.6,66.4,28.9,0.2,0.8,0.0,23968,17.3,31.0,15.4,25.1,7.5,21.0,87.7,8.1,0.3,1.1,0.8,2.1,19.9,83.2,12.1,4.7,0.1,6.3,134253.325402925
1368,Mississippi,Lincoln County,34542,1.1,67.2,30.8,0.0,0.7,0.0,20627,23.6,32.6,14.4,26.1,12.2,14.7,89.7,5.8,0.0,0.5,1.2,2.8,29.6,80.1,13.0,6.8,0.1,7.5,135346.2637036815
1369,Mississippi,Lowndes County,59558,2.0,52.2,43.5,0.2,1.0,0.0,23141,21.1,29.6,17.1,24.2,9.6,19.5,87.4,7.5,0.0,0.7,1.6,2.8,20.8,78.2,17.6,4.1,0.2,11.4,124342.36809179447
1370,Mississippi,Madison County,102212,2.9,55.6,38.2,0.2,2.5,0.0,36627,12.0,46.3,11.8,24.3,6.8,10.8,88.2,7.7,0.3,0.7,1.2,1.9,22.1,75.0,18.8,6.1,0.1,5.1,223703.36399545
1371,Mississippi,Marion County,25466,1.5,65.0,32.1,0.3,0.3,0.1,19610,25.9,28.2,15.7,24.4,17.4,14.3,82.3,8.4,0.5,0.6,4.5,3.7,30.8,80.7,12.2,6.3,0.8,8.3,106645.37658480894
1372,Mississippi,Marshall County,35981,3.5,47.7,47.6,0.1,0.1,0.0,19775,17.8,23.2,14.3,24.9,12.6,25.1,86.1,5.4,0.4,1.4,0.8,6.0,28.2,80.3,11.9,7.7,0.1,6.2,127758.4209958446
1373,Mississippi,Monroe County,35967,1.2,67.0,30.1,0.0,0.2,0.0,21643,19.2,26.5,17.0,19.6,10.5,26.5,85.5,10.2,0.2,0.9,0.2,3.0,25.0,80.8,13.9,5.1,0.3,7.4,114874.11039214954
1374,Mississippi,Montgomery County,10309,2.3,52.4,42.0,0.0,0.3,0.0,22666,25.6,30.6,17.3,20.0,13.7,18.3,89.1,6.6,0.0,0.0,1.8,2.4,27.1,67.0,29.1,3.8,0.0,9.1,86808.32689271108
1376,Mississippi,Newton County,21437,1.8,61.5,30.0,5.1,0.5,0.0,21177,23.0,31.4,14.1,21.6,13.7,19.1,84.2,11.2,0.0,1.0,1.6,1.9,26.1,70.7,23.6,5.3,0.4,7.7,101312.29854574827
1379,Mississippi,Panola County,34229,1.7,47.3,50.1,0.1,0.0,0.0,20191,20.5,29.7,13.8,21.7,8.1,26.7,86.6,7.8,0.1,0.8,0.9,3.8,25.6,79.5,16.6,3.9,0.0,7.6,107930.75063542054
1380,Mississippi,Pearl River County,55049,3.0,81.9,12.9,0.1,0.3,0.0,22136,17.9,29.4,17.5,24.1,12.9,16.1,82.3,12.3,0.0,1.3,1.6,2.6,34.5,75.3,17.5,6.9,0.2,10.0,150911.52131454917
1383,Mississippi,Pontotoc County,31075,6.2,77.2,14.8,0.0,0.8,0.0,20421,17.0,22.8,12.0,26.8,8.0,30.5,88.8,7.8,0.1,0.6,2.2,0.6,23.9,82.4,12.3,5.2,0.2,6.3,155044.9097934386
1384,Mississippi,Prentiss County,25389,1.4,83.1,13.4,0.0,0.1,0.0,19016,22.5,21.7,19.7,23.1,9.3,26.1,85.0,10.7,0.0,1.7,1.1,1.6,25.4,77.2,13.5,9.2,0.0,7.0,121004.41879442353
1385,Mississippi,Rankin County,149645,2.6,74.9,20.0,0.1,1.2,0.0,29055,8.5,40.1,15.1,25.2,10.4,9.3,87.4,8.7,0.1,0.5,0.9,2.5,25.4,75.8,18.8,5.3,0.1,4.5,169298.1353240871
1386,Mississippi,Scott County,28399,10.8,49.9,38.5,0.5,0.3,0.0,20520,27.8,24.1,16.4,21.1,15.8,22.6,79.2,17.2,0.2,0.8,0.9,1.6,25.9,80.5,14.0,5.3,0.2,10.9,87956.91731927189
1387,Mississippi,Simpson County,27215,0.5,61.6,36.5,0.0,0.2,0.0,19336,27.1,27.8,17.2,20.0,15.2,19.8,87.3,8.8,0.3,1.3,1.4,0.9,35.7,76.2,17.7,6.0,0.1,9.9,125485.34803199615
1388,Mississippi,Smith County,16114,1.6,74.3,23.6,0.0,0.0,0.0,21864,18.2,23.2,15.4,20.5,17.2,23.7,88.5,6.2,0.7,0.3,3.0,1.3,33.0,77.3,16.5,5.3,0.9,4.7,109556.2772349897
1391,Mississippi,Tallahatchie County,14552,15.0,35.4,47.2,0.4,1.5,0.2,14163,28.3,31.6,22.0,16.5,11.6,18.3,83.2,8.0,0.0,3.3,0.1,5.4,26.1,69.8,22.5,7.6,0.1,13.7,70529.09760993833
1392,Mississippi,Tate County,28333,2.5,64.8,30.0,0.1,0.3,0.1,21671,19.3,28.9,15.4,23.5,14.3,17.9,84.7,10.4,0.0,1.1,1.2,2.5,32.1,82.5,13.6,3.8,0.1,7.7,137087.04543828487
1393,Mississippi,Tippah County,21993,4.7,77.3,16.6,0.0,0.5,0.1,19780,22.8,25.7,10.1,22.9,9.6,31.6,84.7,10.2,0.0,1.2,0.4,3.5,23.9,81.7,12.7,5.5,0.2,8.9,115658.67578786
1394,Mississippi,Tishomingo County,19476,2.9,93.4,2.5,0.3,0.1,0.0,19379,18.6,22.3,15.9,23.2,11.4,27.2,85.8,10.4,0.3,1.5,1.0,1.1,22.3,82.4,12.2,5.2,0.1,10.8,115445.90989176724
1396,Mississippi,Union County,28202,4.2,78.6,14.8,0.0,0.9,0.2,19518,18.2,24.3,14.5,24.3,11.2,25.8,85.2,11.7,0.0,0.8,0.4,1.9,23.8,80.3,12.3,7.4,0.0,8.3,138119.58869857228
1397,Mississippi,Walthall County,14670,0.6,52.7,45.7,0.0,0.5,0.0,20155,26.3,29.8,14.0,22.6,16.4,17.2,82.4,11.5,0.2,0.7,2.5,2.7,35.1,72.2,16.3,11.4,0.1,6.7,111533.24105516319
1398,Mississippi,Warren County,47510,0.6,47.7,50.2,0.1,0.5,0.0,22542,23.7,34.3,21.6,19.7,9.4,15.0,87.0,9.2,0.1,1.0,1.4,1.3,18.5,71.9,23.3,4.6,0.2,7.9,125471.98989770866
1399,Mississippi,Wayne County,20458,0.6,57.8,40.5,0.3,0.1,0.0,21515,24.3,26.7,14.1,20.0,17.1,22.0,79.2,7.3,1.1,1.5,3.9,7.1,33.6,74.7,15.2,10.1,0.0,10.4,105701.91995420423
1400,Mississippi,Webster County,9868,1.5,78.0,19.2,0.2,0.2,0.0,20662,25.3,37.4,14.6,17.6,11.2,19.1,83.9,10.8,0.6,1.7,2.1,0.9,28.1,67.3,26.7,5.3,0.6,9.4,100799.80167208296
1402,Mississippi,Winston County,18482,1.2,50.3,47.0,1.2,0.0,0.0,23527,25.3,27.2,21.0,19.0,12.4,20.4,76.7,16.5,1.0,2.1,2.7,1.0,27.6,72.8,21.5,5.3,0.4,9.9,88366.0681592333
1403,Mississippi,Yalobusha County,12426,1.5,58.3,39.7,0.2,0.2,0.0,20037,22.6,21.7,16.2,20.4,11.6,30.1,87.9,11.1,0.1,0.4,0.4,0.2,25.4,77.6,18.6,3.8,0.0,5.3,115426.74878641484
1405,Missouri,Adair County,25437,2.3,90.5,2.4,0.2,2.3,0.1,21778,26.2,36.8,18.2,24.1,9.4,11.5,77.3,12.1,0.1,4.0,2.6,4.0,17.1,73.6,20.9,5.3,0.2,5.5,120283.8607350854
1406,Missouri,Andrew County,17358,2.3,94.9,1.3,0.1,0.1,0.0,28003,9.0,35.4,14.9,22.6,10.6,16.5,86.8,6.6,0.0,2.2,0.5,3.8,22.5,78.3,16.1,5.4,0.1,4.2,158837.64840822967
1407,Missouri,Atchison County,5335,1.2,96.6,0.4,0.4,0.6,0.0,28209,12.1,31.9,21.6,18.4,10.5,17.6,83.9,8.1,0.4,3.7,0.5,3.5,17.9,75.1,17.0,7.7,0.2,4.1,73573.03327498054
1408,Missouri,Audrain County,25763,2.9,87.1,6.1,0.2,0.2,0.0,21226,16.7,26.8,20.5,20.8,10.3,21.5,80.8,10.0,0.0,3.1,2.0,4.1,21.0,77.7,15.5,6.6,0.2,7.4,91009.40192273499
1409,Missouri,Barry County,35398,9.0,86.5,0.3,0.6,1.5,0.0,20840,20.5,24.7,15.6,20.1,13.1,26.5,79.8,11.6,0.4,2.2,1.3,4.7,23.4,80.4,10.5,9.0,0.0,8.0,119278.08707836265
1410,Missouri,Barton County,11942,2.5,92.7,0.2,1.9,0.6,0.0,24628,20.9,32.7,11.7,22.7,11.5,21.4,81.8,6.4,0.3,4.0,1.5,5.9,22.8,73.7,14.6,11.0,0.7,5.4,116624.83025195332
1411,Missouri,Bates County,16405,2.1,94.5,1.2,0.4,0.2,0.1,25873,14.3,27.1,20.1,20.9,16.1,15.9,74.6,12.7,0.6,3.0,1.0,8.1,30.1,74.5,13.6,11.6,0.3,5.2,130723.30137680906
1412,Missouri,Benton County,18918,1.9,95.3,0.4,0.4,0.1,0.0,20163,18.6,31.0,18.5,21.4,11.5,17.6,75.8,14.0,0.6,1.5,1.4,6.7,27.4,73.2,16.0,10.8,0.0,9.7,101231.07716546091
1413,Missouri,Bollinger County,12347,1.2,96.5,0.4,0.7,0.4,0.0,20687,19.9,24.4,17.5,19.0,16.8,22.3,71.2,18.2,1.0,4.5,1.1,4.1,32.6,80.3,9.9,9.7,0.0,5.1,145120.69610513313
1414,Missouri,Boone County,174589,3.3,79.5,8.5,0.1,4.2,0.1,28495,18.7,44.8,17.9,23.1,6.3,7.9,77.7,11.0,1.1,3.9,2.1,4.2,17.9,74.0,21.1,4.7,0.2,4.4,184522.68066664625
1415,Missouri,Buchanan County,89425,6.4,83.8,5.4,0.2,1.0,0.2,24271,17.3,28.0,19.5,23.5,8.1,21.0,83.5,10.7,0.8,1.5,1.2,2.3,17.4,84.1,11.3,4.6,0.1,5.7,109991.90986970911
1416,Missouri,Butler County,42826,2.0,89.0,5.4,0.5,0.7,0.0,20855,21.6,29.2,18.0,24.8,8.4,19.6,80.8,10.5,0.7,2.6,2.1,3.3,18.0,77.6,15.9,6.3,0.2,9.2,111362.58069734006
1417,Missouri,Caldwell County,9046,2.1,94.8,0.5,0.4,0.4,0.0,24200,13.3,28.2,17.6,22.3,16.1,15.8,82.9,9.3,0.1,3.4,0.7,3.7,32.6,72.4,19.0,8.5,0.1,3.8,111734.91105895139
1418,Missouri,Callaway County,44793,2.0,90.2,4.3,0.5,0.8,0.0,24208,12.3,31.9,18.5,23.9,11.6,14.2,82.5,10.2,0.1,1.0,2.7,3.5,23.5,70.8,23.9,5.2,0.1,4.3,157297.92177963495
1419,Missouri,Camden County,44855,2.7,94.5,0.7,0.6,0.6,0.0,25492,17.5,29.1,21.9,27.0,11.1,10.9,82.2,10.5,0.0,0.5,1.4,5.2,22.4,79.3,11.6,9.0,0.1,8.0,199584.9409608201
1420,Missouri,Cape Girardeau County,78013,2.3,86.4,7.9,0.1,1.4,0.0,25965,17.7,34.4,20.0,23.8,8.9,12.9,83.1,9.8,0.4,2.4,1.5,2.9,19.6,81.0,14.2,4.7,0.1,5.3,149059.4971117328
1421,Missouri,Carroll County,8909,1.5,94.9,0.9,0.0,0.3,0.0,24642,18.4,28.7,16.9,20.9,15.6,17.8,78.6,9.2,0.1,1.3,1.5,9.3,26.0,74.6,13.0,12.1,0.3,8.2,87502.73441422712
1422,Missouri,Carter County,6255,2.3,94.6,0.0,0.8,0.0,0.0,21569,14.5,29.8,22.2,15.2,13.4,19.4,72.4,11.6,0.0,4.9,3.5,7.7,24.6,75.0,13.4,11.7,0.0,6.9,109963.76755449099
1423,Missouri,Cass County,101888,4.2,88.5,3.7,0.4,0.8,0.0,30618,9.5,35.3,15.1,24.8,12.0,12.8,85.6,8.3,0.1,0.8,0.8,4.5,27.9,82.3,11.7,5.8,0.2,4.9,184190.1091651195
1424,Missouri,Cedar County,13862,2.0,95.0,0.0,0.0,0.2,0.2,20228,22.6,29.0,21.8,19.7,14.2,15.3,85.8,7.2,0.0,2.4,0.8,3.8,25.5,72.8,16.8,9.9,0.4,11.2,107114.00992004173
1425,Missouri,Christian County,83028,2.8,93.7,0.6,0.3,0.5,0.1,26628,10.4,35.9,16.8,26.9,9.6,10.9,84.7,8.5,0.1,0.8,1.4,4.5,25.4,83.0,10.6,6.3,0.1,5.3,169499.57788994326
1426,Missouri,Clay County,236068,6.6,82.1,5.6,0.3,2.2,0.2,31953,8.9,37.0,16.6,25.4,7.2,13.8,84.0,8.1,0.6,1.2,0.9,5.1,23.1,83.9,11.9,4.0,0.1,4.4,175086.98905453642
1427,Missouri,Clinton County,20495,2.0,93.9,2.0,0.4,0.3,0.0,27655,11.0,29.2,18.2,21.8,13.8,17.0,81.9,12.2,0.6,1.0,0.8,3.5,31.7,80.3,13.5,5.5,0.7,3.8,147032.41802676275
1428,Missouri,Cole County,76749,2.8,81.5,11.6,0.3,1.4,0.1,27559,12.6,37.6,16.0,25.7,8.2,12.4,85.6,9.3,0.4,1.1,0.9,2.7,18.0,68.5,26.5,4.8,0.2,4.4,147932.0897609182
1429,Missouri,Cooper County,17620,1.8,88.2,6.5,0.3,0.3,0.1,22371,11.2,31.3,20.4,23.6,10.4,14.3,83.4,9.6,0.2,2.0,1.2,3.7,24.0,78.1,14.6,7.2,0.1,5.0,130476.85246048332
1430,Missouri,Crawford County,24387,1.9,95.5,0.3,0.0,0.1,0.0,20799,20.0,24.2,23.5,17.4,13.7,21.3,80.5,13.2,0.4,1.8,0.8,3.4,26.8,79.8,10.8,8.9,0.5,11.6,125379.83635929709
1431,Missouri,Dade County,7581,2.0,94.0,0.4,0.7,0.1,0.1,20468,22.9,31.7,16.0,20.2,13.3,18.8,76.9,8.9,0.2,3.1,1.7,9.2,24.1,72.0,12.7,14.2,1.1,9.3,95514.12554833324
1432,Missouri,Dallas County,16441,1.9,94.9,0.0,0.7,0.2,0.0,19647,15.7,26.5,19.1,21.3,11.5,21.6,76.5,14.1,0.3,2.0,3.4,3.8,33.1,79.2,8.7,11.5,0.5,7.8,124059.81628812337
1433,Missouri,Daviess County,8300,1.5,96.2,0.8,0.7,0.2,0.0,22642,13.2,27.9,16.7,24.6,15.0,15.8,73.4,13.3,0.0,3.2,4.5,5.6,25.4,67.0,19.2,13.5,0.3,3.5,123813.0859308564
1434,Missouri,DeKalb County,12564,2.2,84.2,9.8,0.7,0.2,0.1,18994,12.5,31.1,18.1,20.6,11.9,18.4,83.2,9.5,0.0,0.7,1.3,5.2,25.0,74.5,17.4,7.8,0.3,3.4,139951.4974346465
1435,Missouri,Dent County,15566,1.6,94.8,0.4,0.9,0.4,0.0,20908,20.8,28.0,21.5,18.5,14.8,17.3,80.7,13.0,0.3,0.9,1.6,3.4,25.6,78.9,13.0,8.0,0.1,7.3,95344.67563168408
1436,Missouri,Douglas County,13391,1.4,98.0,0.1,0.1,0.1,0.0,18095,20.6,16.3,19.2,23.3,18.7,22.6,78.9,12.9,0.1,3.8,0.7,3.6,31.5,81.0,8.3,9.7,1.0,7.0,103705.76910321676
1437,Missouri,Dunklin County,30905,6.4,81.1,9.7,0.3,0.4,0.0,18878,26.6,27.9,20.4,21.3,12.4,18.0,82.3,11.5,0.1,2.4,1.3,2.3,20.5,75.0,16.9,7.9,0.2,6.9,77612.68099761922
1438,Missouri,Franklin County,102413,1.7,95.3,0.8,0.2,0.6,0.0,27209,10.6,30.2,15.5,22.7,12.3,19.3,85.3,8.9,0.6,1.7,0.7,2.9,28.3,84.9,9.3,5.6,0.2,4.9,157983.29520024126
1439,Missouri,Gasconade County,14769,1.3,96.2,0.6,0.4,0.2,0.0,25963,12.0,27.0,17.1,20.4,13.1,22.5,81.8,11.9,0.2,2.2,0.6,3.4,26.0,80.7,10.9,8.0,0.3,3.4,118803.8630387317
1440,Missouri,Gentry County,6688,0.3,96.4,0.9,0.7,0.4,0.1,20903,18.1,31.5,19.6,17.8,13.1,18.1,77.1,13.8,0.4,3.6,0.8,4.1,21.5,73.5,15.9,10.4,0.2,4.1,71390.82532467482
1441,Missouri,Greene County,286759,3.5,88.2,3.2,0.4,1.9,0.1,25529,18.5,35.9,18.8,26.9,7.1,11.3,81.7,9.6,0.7,2.4,1.5,4.1,19.3,83.4,11.5,5.0,0.1,5.0,127861.4959204287
1442,Missouri,Grundy County,10111,2.1,94.6,0.3,1.0,0.3,0.1,22014,20.5,30.2,18.0,18.7,13.2,19.9,79.4,7.3,1.7,5.4,1.4,4.8,16.9,74.7,16.0,8.5,0.7,3.6,53180.379846762546
1443,Missouri,Harrison County,8615,2.1,95.5,0.8,0.2,0.0,0.0,20947,18.3,29.5,19.4,23.0,13.6,14.6,76.2,12.3,0.0,5.6,2.4,3.5,19.3,71.7,16.6,11.1,0.7,3.3,63213.963469748385
1444,Missouri,Henry County,21834,2.2,94.0,1.5,0.7,0.2,0.0,24371,21.2,29.8,16.5,22.3,13.9,17.5,85.2,7.8,0.0,1.5,1.2,4.3,23.2,78.1,13.5,8.0,0.3,6.7,95345.29502696254
1445,Missouri,Hickory County,9352,1.5,95.3,0.1,1.7,0.0,0.1,19711,23.3,25.9,18.6,22.1,17.6,15.7,80.4,11.9,0.0,1.9,1.7,4.1,29.7,72.6,14.5,12.0,0.9,9.6,95012.6125563621
1446,Missouri,Howard County,10144,1.4,90.8,5.1,0.5,0.2,0.1,23430,16.4,35.1,19.2,19.5,12.3,13.9,77.8,10.4,0.5,2.3,1.8,7.2,23.3,72.1,17.2,10.7,0.0,4.6,114508.45206899074
1447,Missouri,Howell County,40139,2.1,94.5,0.3,0.3,0.5,0.0,20274,22.9,29.5,20.4,21.7,13.7,14.7,83.3,10.5,0.3,1.2,0.7,4.0,19.3,75.8,13.7,10.2,0.3,5.0,112536.09862526174
1448,Missouri,Iron County,10286,1.7,94.5,1.5,0.6,0.0,0.0,19414,21.2,18.9,26.1,21.8,13.2,20.2,82.3,10.4,0.2,2.4,1.5,3.0,28.2,73.1,19.0,7.8,0.1,8.6,79226.18253194261
1449,Missouri,Jackson County,688554,8.8,62.5,23.4,0.4,1.8,0.3,28965,15.9,36.5,17.6,25.6,7.6,12.7,82.7,7.6,2.2,1.7,1.3,4.5,23.4,83.7,11.3,4.9,0.1,5.7,125769.23396584838
1450,Missouri,Jasper County,118522,7.7,84.7,2.1,1.4,1.1,0.1,23390,17.3,30.3,17.7,24.3,9.8,17.9,84.0,9.2,0.4,1.5,1.2,3.8,17.7,83.3,10.5,5.9,0.3,5.5,116864.2582042893
1451,Missouri,Jefferson County,222639,1.8,94.7,1.0,0.2,0.8,0.0,27443,10.9,31.3,17.9,25.1,12.4,13.3,87.0,8.0,0.2,0.6,0.5,3.7,30.9,85.6,9.6,4.6,0.2,6.5,173838.46882274785
1452,Missouri,Johnson County,53941,4.1,86.2,4.5,0.6,1.4,0.3,23304,16.2,32.3,20.4,23.3,9.5,14.5,79.4,9.1,0.1,4.9,1.3,5.3,21.5,71.5,21.9,6.3,0.3,6.9,167410.1884801781
1453,Missouri,Knox County,3976,1.0,96.5,0.4,0.0,0.1,0.4,22171,20.2,33.3,12.9,21.3,16.0,16.6,77.7,7.2,0.0,4.4,0.6,10.0,22.8,73.4,10.5,15.5,0.5,5.8,73886.27095588714
1454,Missouri,Laclede County,35488,2.3,93.8,0.5,0.4,0.4,0.0,20534,17.7,26.6,16.4,20.4,8.5,28.0,80.6,12.6,0.1,1.7,1.3,3.7,21.3,80.8,11.1,8.1,0.1,7.7,122486.21159066819
1455,Missouri,Lafayette County,32655,2.7,92.2,2.0,0.2,0.5,0.1,27260,12.8,27.4,18.2,22.5,14.0,18.0,81.2,10.1,0.3,2.3,1.4,4.7,25.5,78.3,12.4,8.9,0.4,5.5,123133.5212886138
1456,Missouri,Lawrence County,38131,7.2,89.7,0.6,0.5,0.5,0.0,21022,17.1,27.7,21.2,19.6,10.2,21.2,78.1,12.2,0.1,1.8,2.7,5.1,22.2,79.6,11.4,8.6,0.4,6.2,100638.19828995042
1457,Missouri,Lewis County,10078,1.7,92.8,2.9,0.6,0.2,0.1,22083,15.2,23.6,20.0,19.8,13.0,23.5,74.8,10.7,0.5,4.1,1.2,8.7,25.3,81.2,10.7,8.0,0.1,2.9,107622.0345956412
1458,Missouri,Lincoln County,54800,2.3,93.4,1.9,0.2,0.4,0.1,24023,13.2,25.6,16.0,23.3,14.7,20.4,86.7,8.5,0.2,0.3,1.3,3.0,33.1,84.6,10.0,5.2,0.2,6.3,169988.6167959527
1459,Missouri,Linn County,12248,2.1,95.1,0.4,0.2,0.3,0.1,22361,16.5,26.3,18.4,23.4,13.0,18.9,79.9,11.8,0.0,2.5,1.9,4.0,19.0,77.0,14.3,8.2,0.5,3.2,69765.89808779347
1460,Missouri,Livingston County,15025,1.7,93.0,2.8,0.6,0.5,0.2,22248,17.9,29.5,22.3,23.9,9.7,14.7,81.5,9.6,0.4,2.7,1.2,4.6,18.7,72.4,19.3,8.2,0.1,3.4,104901.78599427386
1462,Missouri,Macon County,15319,1.3,94.0,2.3,0.3,0.4,0.0,20890,17.0,27.9,17.3,21.2,14.2,19.4,81.4,10.0,0.9,2.6,1.8,3.3,20.0,76.1,15.3,8.3,0.3,7.4,103679.41423887944
1463,Missouri,Madison County,12226,2.3,94.9,0.9,0.3,0.4,0.0,20081,18.8,20.9,21.1,21.7,18.6,17.6,79.9,13.6,0.1,1.1,2.4,2.9,25.4,78.6,17.0,4.4,0.0,5.8,95519.17343475374
1464,Missouri,Maries County,8959,2.5,95.8,0.4,0.9,0.2,0.0,22087,18.9,24.6,17.1,19.6,13.5,25.2,71.8,15.7,0.1,2.5,2.1,7.8,31.0,74.0,18.0,8.0,0.0,7.7,158981.97044100755
1465,Missouri,Marion County,28703,1.6,90.2,4.9,0.2,0.7,0.1,22662,18.4,30.3,18.6,20.6,12.3,18.2,83.8,7.3,0.4,3.1,1.3,4.2,18.6,79.9,13.4,6.6,0.1,6.5,106438.2522231448
1466,Missouri,Mercer County,3669,1.7,95.8,0.4,0.0,0.6,0.1,20374,17.7,32.4,14.0,18.9,12.9,21.7,74.8,7.3,1.1,6.2,1.8,8.9,21.7,67.7,17.4,14.2,0.8,3.5,63564.972004173935
1467,Missouri,Miller County,24947,1.8,95.0,0.4,1.2,0.5,0.0,23346,16.5,25.6,21.6,25.6,11.3,15.9,76.3,16.4,0.1,2.0,1.9,3.4,26.6,74.3,17.1,8.3,0.2,7.1,129543.99008447671
1468,Missouri,Mississippi County,13916,2.0,71.8,23.9,0.8,0.1,0.0,17918,31.7,21.9,23.5,22.7,12.9,19.0,78.0,16.7,0.3,2.1,0.4,2.6,16.5,75.4,16.0,8.3,0.3,10.0,61356.76355485028
1469,Missouri,Moniteau County,15904,4.6,89.7,3.4,0.7,0.0,0.0,21305,11.9,29.0,15.5,24.3,11.8,19.4,79.9,12.0,0.6,1.8,2.9,2.9,25.1,69.6,23.8,6.4,0.2,5.7,128879.45553445606
1470,Missouri,Monroe County,8676,1.6,93.3,3.4,0.1,0.2,0.2,22255,13.0,24.6,18.2,24.0,10.5,22.7,80.5,11.5,0.0,1.4,1.5,5.1,25.3,78.0,13.8,8.0,0.2,4.5,119916.93311521261
1471,Missouri,Montgomery County,11618,1.8,94.4,1.4,0.1,0.1,0.2,21757,16.1,28.3,18.5,17.6,12.9,22.7,84.9,8.5,0.5,2.6,0.3,3.1,25.8,76.0,14.8,9.0,0.2,5.8,133545.66403614767
1472,Missouri,Morgan County,20097,2.1,94.4,0.8,0.5,0.1,0.0,20055,25.5,23.8,17.5,28.3,11.2,19.2,71.7,13.5,0.0,4.2,4.8,5.8,23.6,73.6,13.6,12.4,0.4,7.3,168688.72788538274
1473,Missouri,New Madrid County,18030,1.8,80.0,16.0,0.4,0.0,0.0,20261,24.1,24.0,24.8,18.1,10.4,22.7,80.6,11.7,0.5,3.0,0.3,3.8,19.1,77.6,16.1,6.3,0.0,9.4,55862.95662981789
1474,Missouri,Newton County,58237,5.1,86.5,0.9,2.3,1.3,0.9,25837,12.9,28.9,16.3,23.5,10.9,20.4,81.1,10.8,0.1,1.5,1.5,5.0,21.7,83.5,9.5,6.6,0.4,5.4,113808.66695331586
1475,Missouri,Nodaway County,22744,1.6,92.8,2.6,0.3,1.7,0.3,21056,22.6,29.9,25.1,21.0,8.4,15.6,79.0,10.1,0.1,6.2,1.3,3.3,16.1,74.9,17.6,7.4,0.1,4.7,124267.58230518502
1476,Missouri,Oregon County,10779,1.6,94.3,0.2,1.0,0.8,0.0,18309,25.3,26.1,19.2,19.1,11.5,24.0,84.0,6.6,2.0,1.9,1.9,3.7,20.9,75.3,12.9,11.6,0.2,5.0,97970.59149217598
1477,Missouri,Osage County,13610,0.8,97.5,0.7,0.5,0.0,0.0,24995,6.8,27.6,15.5,25.7,13.7,17.4,80.0,14.4,0.2,1.3,1.3,2.8,25.6,71.8,21.9,5.7,0.5,3.3,138688.56939358232
1478,Missouri,Ozark County,9328,1.7,95.7,0.0,0.1,0.3,0.0,17857,27.6,28.5,11.0,23.2,17.0,20.3,79.7,11.6,0.2,2.8,0.7,5.0,29.4,71.2,12.6,16.3,0.0,8.4,107706.27427796648
1479,Missouri,Pemiscot County,17344,2.4,68.9,26.7,0.1,0.0,0.0,18883,28.5,24.7,22.8,18.4,9.4,24.7,85.2,9.6,0.4,2.5,0.6,1.8,17.4,79.0,16.0,4.9,0.2,10.7,72701.71019891609
1480,Missouri,Perry County,19135,2.1,95.6,0.3,0.5,0.7,0.0,24846,8.2,29.3,14.6,20.7,13.9,21.4,84.1,11.9,0.2,0.6,0.4,2.8,23.2,84.1,9.5,6.4,0.0,4.1,126180.63865647763
1481,Missouri,Pettis County,42309,8.6,85.3,2.8,0.1,0.6,0.1,22304,17.2,27.9,18.6,20.8,10.0,22.7,83.7,9.0,0.6,1.8,0.5,4.3,18.3,82.1,10.6,7.2,0.2,5.8,86494.91165022714
1482,Missouri,Phelps County,44873,2.4,89.1,2.5,0.8,3.7,0.0,23691,20.4,39.4,19.1,21.2,7.4,12.9,80.5,10.2,0.7,3.6,2.2,2.8,19.6,75.7,19.3,4.9,0.0,6.3,129714.71882556412
1483,Missouri,Pike County,18517,2.2,88.3,5.9,0.5,0.6,0.1,20947,15.1,26.5,16.6,24.5,14.8,17.6,81.2,7.1,0.2,2.6,1.6,7.4,23.0,73.2,17.0,9.6,0.1,4.8,110106.38696391803
